Component_ID,Teststation_ID,Feature3,Feature4,Date,Time,Product_Type,Error_Message
577,2,94.19999999999976,14,2021-02-13,00:03:12,PT1,Ok
868,2,91.99999999999989,12,2021-02-25,00:02:22,PT1,Ok
21,2,90.69999999999996,13,2021-02-21,00:03:24,PT1,Ok
764,2,94.69999999999973,14,2021-02-05,00:01:05,PT1,Ok
201,2,93.19999999999982,12,2021-02-27,00:03:39,PT1,Ok
988,2,93.99999999999977,14,2021-02-04,00:03:44,PT2,Ok
839,2,92.39999999999986,12,2021-02-14,00:03:22,PT2,TemperatureTooHigh
155,2,91.99999999999989,14,2021-02-28,00:03:16,PT1,Ok
752,2,91.99999999999989,14,2021-02-12,00:01:59,PT2,TemperatureTooHigh
377,2,91.09999999999994,13,2021-02-07,00:02:57,PT1,Ok
412,2,95.49999999999969,13,2021-02-05,00:01:57,PT2,Ok
272,2,93.79999999999978,12,2021-02-04,00:01:02,PT1,Ok
866,2,91.6999999999999,13,2021-02-23,00:01:42,PT2,Ok
101,2,92.49999999999986,12,2021-02-11,00:02:00,PT1,Ok
356,2,92.59999999999985,14,2021-02-12,00:03:59,PT1,Ok
292,2,92.59999999999985,13,2021-02-26,00:02:51,PT1,Ok
848,2,94.99999999999972,12,2021-02-22,00:03:52,PT1,Ok
359,2,92.99999999999983,12,2021-02-18,00:02:04,PT1,Ok
796,2,90.1,14,2021-02-02,00:02:48,PT2,Ok
126,2,90.29999999999998,12,2021-02-12,00:03:44,PT1,Ok
897,2,90.0,14,2021-02-25,00:01:30,PT1,Ok
658,2,95.49999999999969,13,2021-02-27,00:02:34,PT1,TemperatureTooLow
844,2,90.29999999999998,12,2021-02-11,00:03:04,PT1,Ok
424,2,90.79999999999995,14,2021-02-27,00:01:24,PT2,Ok
476,2,92.59999999999985,13,2021-02-02,00:03:21,PT1,Ok
83,2,94.39999999999975,14,2021-02-26,00:03:49,PT2,Ok
980,2,93.79999999999978,12,2021-02-26,00:03:58,PT2,Ok
551,2,93.29999999999981,14,2021-02-01,00:02:22,PT2,TemperatureTooLow
211,2,95.2999999999997,13,2021-02-20,00:03:47,PT2,TemperatureTooHigh
339,2,91.29999999999993,12,2021-02-25,00:02:36,PT1,Ok
385,2,94.69999999999973,12,2021-02-01,00:01:15,PT2,Ok
406,2,92.79999999999984,14,2021-02-25,00:03:06,PT1,Ok
324,2,92.09999999999988,12,2021-02-07,00:02:10,PT1,Ok
645,2,93.4999999999998,14,2021-02-25,00:03:34,PT1,Ok
224,2,91.99999999999989,12,2021-02-22,00:01:16,PT2,Ok
481,2,92.89999999999984,13,2021-02-12,00:02:03,PT2,Ok
814,2,94.59999999999974,12,2021-02-01,00:03:02,PT2,Ok
799,2,95.09999999999971,14,2021-02-06,00:03:55,PT2,Ok
167,2,90.89999999999995,14,2021-02-19,00:01:56,PT2,Ok
393,2,90.1,14,2021-02-21,00:02:28,PT2,Ok
999,2,93.99999999999977,14,2021-02-26,00:02:21,PT2,Ok
521,2,94.39999999999975,12,2021-02-04,00:03:41,PT1,Ok
546,2,93.89999999999978,14,2021-02-01,00:01:09,PT2,Ok
79,2,91.39999999999992,12,2021-02-19,00:01:48,PT2,Ok
648,2,95.3999999999997,13,2021-02-17,00:02:32,PT1,TemperatureTooLow
838,2,95.3999999999997,14,2021-02-20,00:03:31,PT1,Ok
374,2,90.19999999999999,12,2021-02-10,00:03:24,PT2,TemperatureTooLow
445,2,91.89999999999989,14,2021-02-11,00:03:13,PT1,TemperatureTooHigh
997,2,92.59999999999985,13,2021-02-04,00:03:28,PT2,Ok
134,2,93.4999999999998,13,2021-02-04,00:03:14,PT2,Ok
146,2,91.7999999999999,14,2021-02-14,00:02:22,PT1,Ok
656,2,94.69999999999973,12,2021-02-04,00:02:17,PT2,Ok
765,2,94.59999999999974,14,2021-02-25,00:01:53,PT1,Ok
890,2,94.29999999999976,12,2021-02-25,00:01:15,PT1,Ok
461,2,94.69999999999973,13,2021-02-20,00:03:51,PT1,Ok
850,2,90.19999999999999,13,2021-02-14,00:02:20,PT2,
675,2,90.69999999999996,12,2021-02-17,00:01:14,PT2,Ok
367,2,94.19999999999976,12,2021-02-15,00:03:48,PT1,Ok
123,2,91.7999999999999,13,2021-02-24,00:01:36,PT1,Ok
923,2,94.39999999999975,13,2021-02-24,00:01:49,PT1,Ok
640,2,94.19999999999976,12,2021-02-06,00:02:00,PT2,Ok
108,2,95.3999999999997,13,2021-02-06,00:02:12,PT2,Ok
758,2,91.7999999999999,14,2021-02-05,00:01:06,PT1,Ok
130,2,94.89999999999972,12,2021-02-02,00:02:08,PT2,
269,2,93.69999999999979,12,2021-02-25,00:03:06,PT2,Ok
959,2,93.4999999999998,12,2021-02-12,00:03:49,PT2,Ok
307,2,92.59999999999985,14,2021-02-22,00:03:33,PT2,Ok
325,2,94.59999999999974,14,2021-02-15,00:01:51,PT1,Ok
265,2,93.19999999999982,13,2021-02-27,00:03:31,PT2,Ok
530,2,92.79999999999984,14,2021-02-27,00:02:03,PT1,Ok
604,2,90.29999999999998,12,2021-02-02,00:01:44,PT2,Ok
515,2,92.19999999999987,12,2021-02-11,00:02:28,PT2,Ok
57,2,94.49999999999974,13,2021-02-15,00:03:06,PT2,TemperatureTooHigh
435,2,90.49999999999997,13,2021-02-10,00:02:54,PT1,Ok
50,2,90.59999999999997,14,2021-02-07,00:02:55,PT1,Ok
636,2,94.89999999999972,13,2021-02-16,00:01:20,PT1,TemperatureTooLow
653,2,94.09999999999977,12,2021-02-28,00:03:01,PT1,Ok
422,2,93.4999999999998,13,2021-02-20,00:03:36,PT1,TemperatureTooHigh
811,2,91.89999999999989,14,2021-02-15,00:03:38,PT1,25493991
483,2,94.89999999999972,13,2021-02-02,00:03:16,PT1,Ok
847,2,94.39999999999975,14,2021-02-25,00:01:12,PT2,Ok
58,2,92.79999999999984,14,2021-02-01,00:01:41,PT1,TemperatureTooLow
831,2,95.09999999999971,13,2021-02-10,00:01:14,PT1,
582,2,93.89999999999978,12,2021-02-21,00:01:48,PT1,Ok
794,2,90.89999999999995,14,2021-02-23,00:03:01,PT1,Ok
244,2,93.09999999999982,12,2021-02-03,00:02:43,PT1,84602614
803,2,93.09999999999982,14,2021-02-02,00:01:10,PT1,Ok
41,2,92.09999999999988,13,2021-02-14,00:02:58,PT1,Ok
12,2,93.4999999999998,12,2021-02-15,00:01:38,PT2,Ok
542,2,94.09999999999977,12,2021-02-02,00:03:00,PT1,Ok
420,2,91.6999999999999,14,2021-02-04,00:01:25,PT1,Ok
505,2,90.49999999999997,13,2021-02-19,00:03:38,PT1,TemperatureTooLow
454,2,94.29999999999976,12,2021-02-01,00:03:40,PT1,Ok
600,2,92.49999999999986,14,2021-02-21,00:03:02,PT1,TemperatureTooHigh
24,2,90.89999999999995,12,2021-02-19,00:01:58,PT1,Ok
625,2,95.1999999999997,14,2021-02-25,00:02:32,PT2,TemperatureTooLow
526,2,90.59999999999997,12,2021-02-15,00:03:47,PT1,Ok
102,2,91.59999999999991,13,2021-02-17,00:01:24,PT1,TemperatureTooHigh
595,2,93.29999999999981,12,2021-02-09,00:01:11,PT1,TemperatureTooLow
963,2,90.39999999999998,14,2021-02-28,00:01:33,PT1,Ok
163,2,92.39999999999986,12,2021-02-04,00:02:17,PT2,Ok
708,2,93.89999999999978,13,2021-02-04,00:01:10,PT2,Ok
222,2,93.89999999999978,13,2021-02-03,00:02:57,PT1,TemperatureTooLow
452,2,94.49999999999974,14,2021-02-25,00:03:57,PT1,TemperatureTooLow
334,2,93.5999999999998,13,2021-02-15,00:02:30,PT1,Ok
166,2,90.79999999999995,14,2021-02-19,00:03:48,PT2,Ok
702,2,94.39999999999975,14,2021-02-15,00:03:57,PT1,Ok
580,2,92.69999999999985,13,2021-02-03,00:02:49,PT1,Ok
719,2,91.49999999999991,13,2021-02-02,00:01:26,PT2,Ok
59,2,95.49999999999969,14,2021-02-11,00:01:20,PT1,Ok
529,2,91.19999999999993,14,2021-02-16,00:03:04,PT1,Ok
489,2,90.1,12,2021-02-16,00:01:03,PT2,Ok
904,2,95.1999999999997,13,2021-02-27,00:02:32,PT2,Ok
597,2,92.59999999999985,13,2021-02-04,00:01:35,PT2,Ok
144,2,93.99999999999977,13,2021-02-14,00:01:31,PT2,Ok
680,2,94.09999999999977,12,2021-02-04,00:03:54,PT1,Ok
35,2,95.3999999999997,14,2021-02-06,00:01:51,PT2,Ok
908,2,91.89999999999989,14,2021-02-04,00:02:10,PT1,Ok
915,2,94.39999999999975,14,2021-02-15,00:03:12,PT1,Ok
302,2,94.59999999999974,14,2021-02-18,00:02:03,PT1,60555446
878,2,91.49999999999991,14,2021-02-06,00:02:29,PT1,TemperatureTooLow
931,2,95.49999999999969,13,2021-02-19,00:03:14,PT2,Ok
783,2,95.2999999999997,12,2021-02-23,00:02:09,PT1,Ok
843,2,91.19999999999993,13,2021-02-24,00:03:56,PT2,Ok
942,2,93.3999999999998,12,2021-02-17,00:01:39,PT1,Ok
432,2,92.99999999999983,14,2021-02-25,00:03:03,PT2,Ok
807,2,92.29999999999987,14,2021-02-10,00:02:58,PT2,
103,2,93.79999999999978,12,2021-02-11,00:03:05,PT2,Ok
268,2,90.69999999999996,14,2021-02-03,00:01:45,PT2,Ok
462,2,90.59999999999997,12,2021-02-19,00:01:42,PT1,Ok
74,2,90.89999999999995,14,2021-02-27,00:02:26,PT1,Ok
402,2,90.99999999999994,13,2021-02-08,00:03:12,PT1,
620,2,94.29999999999976,14,2021-02-13,00:03:30,PT1,Ok
812,2,92.29999999999987,13,2021-02-04,00:02:33,PT2,Ok
996,2,95.49999999999969,12,2021-02-27,00:02:32,PT2,Ok
17,2,90.89999999999995,13,2021-02-17,00:01:11,PT2,TemperatureTooLow
593,2,94.49999999999974,12,2021-02-18,00:02:27,PT2,TemperatureTooLow
80,2,95.2999999999997,14,2021-02-01,00:01:50,PT1,Ok
442,2,91.59999999999991,12,2021-02-27,00:02:07,PT1,Ok
855,2,94.79999999999973,14,2021-02-24,00:03:51,PT1,Ok
320,2,93.89999999999978,14,2021-02-02,00:02:38,PT1,Ok
56,2,91.49999999999991,13,2021-02-27,00:03:40,PT1,TemperatureTooHigh
856,2,95.1999999999997,13,2021-02-24,00:03:57,PT2,Ok
886,2,91.19999999999993,14,2021-02-15,00:02:05,PT1,Ok
761,2,95.49999999999969,14,2021-02-18,00:01:15,PT2,Ok
694,2,92.39999999999986,13,2021-02-07,00:02:42,PT1,Ok
849,2,92.59999999999985,14,2021-02-03,00:01:14,PT2,Ok
418,2,92.49999999999986,12,2021-02-02,00:01:44,PT1,TemperatureTooLow
318,2,92.59999999999985,13,2021-02-23,00:02:06,PT2,Ok
771,2,93.19999999999982,13,2021-02-18,00:02:23,PT2,Ok
646,2,90.99999999999994,14,2021-02-06,00:01:14,PT1,Ok
199,2,95.2999999999997,14,2021-02-20,00:03:03,PT2,Ok
390,2,93.4999999999998,13,2021-02-24,00:02:27,PT2,Ok
945,2,94.29999999999976,13,2021-02-24,00:02:48,PT1,Ok
218,2,92.69999999999985,13,2021-02-18,00:02:32,PT1,Ok
929,2,93.3999999999998,13,2021-02-25,00:03:56,PT2,TemperatureTooLow
634,2,92.19999999999987,14,2021-02-18,00:01:35,PT1,TemperatureTooHigh
94,2,94.39999999999975,12,2021-02-02,00:02:29,PT1,TemperatureTooHigh
937,2,94.39999999999975,14,2021-02-18,00:01:50,PT1,Ok
430,2,90.29999999999998,12,2021-02-07,00:03:26,PT2,Ok
506,2,91.99999999999989,13,2021-02-06,00:02:00,PT1,Ok
310,2,91.89999999999989,14,2021-02-10,00:01:58,PT2,Ok
215,2,94.49999999999974,14,2021-02-19,00:03:14,PT2,Ok
42,2,91.7999999999999,14,2021-02-12,00:03:51,PT1,
755,2,94.49999999999974,13,2021-02-21,00:03:34,PT1,Ok
499,2,90.19999999999999,13,2021-02-05,00:02:45,PT2,TemperatureTooLow
348,2,90.0,12,2021-02-20,00:01:07,PT1,Ok
63,2,95.49999999999969,13,2021-02-28,00:02:47,PT1,Ok
443,2,90.59999999999997,13,2021-02-23,00:01:26,PT1,Ok
928,2,94.89999999999972,13,2021-02-23,00:03:14,PT1,
195,2,90.0,13,2021-02-15,00:01:25,PT2,Ok
284,2,93.89999999999978,13,2021-02-08,00:02:04,PT1,TemperatureTooHigh
283,2,91.09999999999994,13,2021-02-18,00:03:53,PT1,Ok
1,2,92.79999999999984,13,2021-02-01,00:03:20,PT1,Ok
464,2,90.29999999999998,14,2021-02-02,00:03:05,PT1,Ok
280,2,92.39999999999986,13,2021-02-24,00:03:57,PT1,Ok
447,2,94.79999999999973,14,2021-02-11,00:02:34,PT2,Ok
840,2,90.89999999999995,13,2021-02-08,00:03:01,PT2,Ok
256,2,92.39999999999986,12,2021-02-09,00:01:45,PT2,TemperatureTooHigh
171,2,91.39999999999992,12,2021-02-13,00:01:08,PT1,
654,2,90.1,14,2021-02-04,00:03:48,PT2,Ok
25,2,94.59999999999974,12,2021-02-09,00:01:51,PT2,Ok
693,2,93.69999999999979,12,2021-02-20,00:02:40,PT2,Ok
245,2,94.49999999999974,13,2021-02-06,00:02:31,PT2,Ok
968,2,92.49999999999986,13,2021-02-09,00:03:13,PT2,Ok
463,2,94.09999999999977,12,2021-02-16,00:02:49,PT1,Ok
612,2,95.2999999999997,14,2021-02-24,00:02:50,PT2,TemperatureTooHigh
341,2,94.59999999999974,12,2021-02-03,00:03:44,PT2,Ok
275,2,94.89999999999972,12,2021-02-17,00:01:35,PT2,Ok
180,2,91.7999999999999,14,2021-02-17,00:01:21,PT1,TemperatureTooHigh
131,2,92.99999999999983,13,2021-02-07,00:01:12,PT2,TemperatureTooLow
877,2,91.19999999999993,14,2021-02-15,00:01:41,PT2,Ok
557,2,91.89999999999989,13,2021-02-20,00:02:41,PT1,Ok
141,2,94.59999999999974,14,2021-02-03,00:03:11,PT2,TemperatureTooLow
614,2,91.19999999999993,13,2021-02-08,00:03:25,PT1,TemperatureTooHigh
781,2,90.49999999999997,13,2021-02-12,00:03:09,PT2,Ok
615,2,91.49999999999991,12,2021-02-08,00:02:01,PT2,Ok
865,2,93.09999999999982,12,2021-02-25,00:02:08,PT2,Ok
578,2,95.1999999999997,13,2021-02-15,00:03:54,PT1,Ok
584,2,93.29999999999981,14,2021-02-20,00:01:17,PT1,Ok
939,2,91.19999999999993,14,2021-02-12,00:02:16,PT2,Ok
486,2,94.89999999999972,13,2021-02-13,00:02:33,PT1,Ok
712,2,92.69999999999985,13,2021-02-04,00:03:32,PT2,Ok
37,2,93.5999999999998,12,2021-02-10,00:02:44,PT1,Ok
916,2,90.49999999999997,14,2021-02-08,00:02:30,PT1,Ok
914,2,92.89999999999984,13,2021-02-04,00:02:29,PT1,Ok
780,2,94.49999999999974,13,2021-02-12,00:03:28,PT2,Ok
895,2,95.49999999999969,13,2021-02-18,00:03:11,PT1,Ok
251,2,91.29999999999993,13,2021-02-17,00:03:26,PT1,Ok
609,2,93.19999999999982,14,2021-02-17,00:01:14,PT2,Ok
181,2,94.39999999999975,13,2021-02-26,00:01:28,PT2,Ok
438,2,91.6999999999999,12,2021-02-03,00:01:52,PT1,Ok
156,2,90.79999999999995,13,2021-02-20,00:02:19,PT1,Ok
624,2,91.99999999999989,13,2021-02-22,00:03:06,PT1,Ok
989,2,91.19999999999993,13,2021-02-25,00:03:14,PT1,Ok
204,2,94.09999999999977,14,2021-02-24,00:02:35,PT2,Ok
40,2,93.3999999999998,13,2021-02-06,00:03:16,PT1,Ok
140,2,93.99999999999977,12,2021-02-16,00:01:29,PT2,TemperatureTooHigh
484,2,91.09999999999994,12,2021-02-04,00:02:45,PT2,Ok
711,2,94.09999999999977,13,2021-02-18,00:01:06,PT2,39340026
282,2,94.79999999999973,12,2021-02-04,00:02:33,PT1,Ok
918,2,94.79999999999973,14,2021-02-17,00:01:50,PT1,Ok
954,2,92.69999999999985,12,2021-02-18,00:01:37,PT1,Ok
905,2,92.49999999999986,13,2021-02-27,00:01:12,PT2,Ok
84,2,90.19999999999999,12,2021-02-15,00:01:45,PT2,Ok
703,2,93.3999999999998,14,2021-02-05,00:01:00,PT1,Ok
177,2,93.89999999999978,13,2021-02-01,00:01:25,PT2,Ok
478,2,93.99999999999977,14,2021-02-18,00:03:57,PT2,TemperatureTooLow
479,2,93.3999999999998,13,2021-02-18,00:03:16,PT1,Ok
346,2,90.29999999999998,14,2021-02-19,00:01:54,PT2,Ok
899,2,92.59999999999985,13,2021-02-13,00:01:17,PT1,Ok
164,2,94.39999999999975,14,2021-02-22,00:03:41,PT1,Ok
869,2,95.1999999999997,12,2021-02-19,00:03:34,PT2,Ok
757,2,90.99999999999994,13,2021-02-15,00:03:12,PT1,Ok
363,2,91.99999999999989,12,2021-02-26,00:03:17,PT2,83392137
88,2,94.19999999999976,12,2021-02-19,00:02:06,PT1,Ok
392,2,93.99999999999977,12,2021-02-18,00:01:37,PT2,TemperatureTooHigh
95,2,92.89999999999984,12,2021-02-03,00:02:27,PT2,
681,2,92.79999999999984,14,2021-02-22,00:01:07,PT2,Ok
979,2,95.2999999999997,13,2021-02-10,00:01:53,PT1,Ok
189,2,91.49999999999991,12,2021-02-13,00:01:24,PT1,Ok
176,2,91.59999999999991,12,2021-02-26,00:02:46,PT2,TemperatureTooHigh
362,2,90.19999999999999,12,2021-02-27,00:02:18,PT1,Ok
388,2,94.39999999999975,12,2021-02-11,00:01:20,PT2,Ok
136,2,91.7999999999999,14,2021-02-09,00:02:59,PT2,Ok
116,2,93.89999999999978,13,2021-02-26,00:02:00,PT2,
738,2,92.59999999999985,13,2021-02-02,00:03:35,PT2,Ok
145,2,92.99999999999983,13,2021-02-02,00:02:48,PT1,Ok
574,2,92.79999999999984,14,2021-02-10,00:03:02,PT2,TemperatureTooHigh
143,2,95.2999999999997,12,2021-02-09,00:03:33,PT2,TemperatureTooLow
396,2,91.19999999999993,13,2021-02-17,00:03:11,PT1,TemperatureTooHigh
825,2,94.99999999999972,13,2021-02-06,00:01:36,PT1,Ok
994,2,90.39999999999998,13,2021-02-19,00:02:09,PT2,TemperatureTooHigh
567,2,90.59999999999997,12,2021-02-23,00:03:11,PT2,Ok
715,2,91.6999999999999,14,2021-02-26,00:03:04,PT1,TemperatureTooLow
913,2,94.19999999999976,12,2021-02-11,00:01:48,PT1,
816,2,94.29999999999976,12,2021-02-26,00:01:17,PT2,Ok
683,2,91.49999999999991,14,2021-02-19,00:02:15,PT1,Ok
902,2,90.79999999999995,12,2021-02-09,00:01:00,PT1,TemperatureTooLow
616,2,90.79999999999995,12,2021-02-03,00:03:50,PT1,Ok
253,2,93.3999999999998,12,2021-02-20,00:02:11,PT2,TemperatureTooHigh
312,2,90.89999999999995,12,2021-02-18,00:01:58,PT2,Ok
485,2,93.5999999999998,12,2021-02-21,00:01:57,PT2,Ok
354,2,95.09999999999971,13,2021-02-12,00:03:58,PT1,TemperatureTooHigh
138,2,92.49999999999986,14,2021-02-25,00:03:10,PT2,Ok
853,2,92.29999999999987,12,2021-02-28,00:03:01,PT1,Ok
836,2,91.49999999999991,12,2021-02-26,00:03:09,PT2,Ok
22,2,94.69999999999973,13,2021-02-14,00:01:33,PT2,Ok
926,2,90.79999999999995,12,2021-02-10,00:02:02,PT1,Ok
60,2,92.39999999999986,14,2021-02-16,00:01:22,PT2,Ok
565,2,94.99999999999972,13,2021-02-16,00:02:58,PT1,Ok
327,2,90.0,12,2021-02-19,00:03:48,PT1,Ok
894,2,95.3999999999997,13,2021-02-09,00:01:13,PT1,Ok
662,2,91.99999999999989,12,2021-02-24,00:03:49,PT2,Ok
572,2,95.49999999999969,14,2021-02-04,00:03:47,PT1,TemperatureTooHigh
237,2,90.49999999999997,14,2021-02-19,00:01:46,PT1,Ok
701,2,93.09999999999982,13,2021-02-16,00:01:21,PT2,Ok
800,2,92.29999999999987,12,2021-02-04,00:02:33,PT2,TemperatureTooLow
428,2,90.69999999999996,13,2021-02-04,00:02:14,PT2,Ok
810,2,94.69999999999973,12,2021-02-20,00:03:06,PT1,Ok
209,2,93.09999999999982,12,2021-02-26,00:02:00,PT2,TemperatureTooLow
154,2,91.89999999999989,13,2021-02-11,00:01:07,PT2,TemperatureTooLow
689,2,94.29999999999976,12,2021-02-24,00:03:44,PT2,TemperatureTooHigh
617,2,93.89999999999978,13,2021-02-06,00:03:12,PT2,TemperatureTooLow
576,2,91.39999999999992,12,2021-02-22,00:02:51,PT2,Ok
728,2,90.79999999999995,14,2021-02-07,00:03:51,PT1,Ok
735,2,94.39999999999975,14,2021-02-12,00:03:09,PT1,TemperatureTooHigh
827,2,92.09999999999988,12,2021-02-15,00:03:45,PT2,44630666
686,2,92.29999999999987,13,2021-02-28,00:01:04,PT2,Ok
573,2,91.29999999999993,12,2021-02-11,00:03:48,PT2,Ok
779,2,91.89999999999989,12,2021-02-11,00:01:45,PT1,Ok
618,2,92.19999999999987,12,2021-02-25,00:01:02,PT1,Ok
862,2,91.19999999999993,12,2021-02-23,00:03:00,PT2,TemperatureTooLow
841,2,90.39999999999998,14,2021-02-18,00:02:01,PT2,Ok
511,2,93.79999999999978,14,2021-02-08,00:02:42,PT1,Ok
298,2,91.49999999999991,13,2021-02-03,00:01:19,PT2,TemperatureTooHigh
879,2,94.19999999999976,12,2021-02-06,00:03:21,PT2,Ok
792,2,94.19999999999976,12,2021-02-06,00:01:57,PT2,Ok
276,2,91.59999999999991,14,2021-02-13,00:01:22,PT2,TemperatureTooLow
223,2,94.49999999999974,13,2021-02-08,00:02:37,PT1,Ok
53,2,95.2999999999997,12,2021-02-28,00:02:05,PT2,Ok
829,2,91.7999999999999,12,2021-02-15,00:01:56,PT1,Ok
876,2,93.79999999999978,13,2021-02-27,00:02:27,PT2,TemperatureTooHigh
874,2,90.1,13,2021-02-03,00:01:36,PT2,TemperatureTooHigh
596,2,90.0,14,2021-02-25,00:02:27,PT2,Ok
459,2,93.19999999999982,14,2021-02-06,00:03:38,PT2,Ok
104,2,90.59999999999997,12,2021-02-08,00:03:18,PT1,Ok
119,2,93.3999999999998,12,2021-02-25,00:01:34,PT1,Ok
685,2,90.79999999999995,14,2021-02-03,00:01:04,PT2,Ok
947,2,91.7999999999999,12,2021-02-15,00:01:47,PT1,Ok
891,2,95.09999999999971,12,2021-02-02,00:02:14,PT2,Ok
279,2,94.89999999999972,14,2021-02-06,00:02:15,PT1,46433715
264,2,90.0,14,2021-02-19,00:02:34,PT1,Ok
338,2,93.4999999999998,12,2021-02-25,00:03:01,PT1,Ok
912,2,93.19999999999982,14,2021-02-21,00:01:24,PT2,Ok
258,2,93.5999999999998,12,2021-02-02,00:03:52,PT2,Ok
992,2,93.79999999999978,12,2021-02-18,00:01:55,PT2,Ok
378,2,93.5999999999998,12,2021-02-19,00:02:49,PT1,Ok
115,2,90.29999999999998,12,2021-02-08,00:03:22,PT2,Ok
429,2,90.69999999999996,12,2021-02-20,00:02:21,PT2,Ok
270,2,95.2999999999997,12,2021-02-05,00:01:39,PT2,Ok
537,2,92.49999999999986,12,2021-02-28,00:01:33,PT2,Ok
714,2,92.89999999999984,14,2021-02-17,00:02:13,PT2,Ok
665,2,94.69999999999973,13,2021-02-04,00:03:54,PT2,Ok
395,2,90.89999999999995,12,2021-02-22,00:01:12,PT2,TemperatureTooHigh
105,2,92.29999999999987,12,2021-02-15,00:01:13,PT2,Ok
160,2,94.19999999999976,14,2021-02-28,00:03:46,PT1,Ok
594,2,91.99999999999989,12,2021-02-04,00:01:19,PT1,Ok
197,2,91.49999999999991,12,2021-02-14,00:01:10,PT2,Ok
924,2,95.09999999999971,13,2021-02-11,00:03:30,PT1,Ok
405,2,95.3999999999997,13,2021-02-28,00:01:16,PT2,Ok
495,2,94.89999999999972,12,2021-02-09,00:03:23,PT1,TemperatureTooHigh
170,2,92.59999999999985,13,2021-02-26,00:03:24,PT2,TemperatureTooHigh
586,2,90.39999999999998,12,2021-02-28,00:02:53,PT1,TemperatureTooHigh
234,2,90.89999999999995,12,2021-02-04,00:03:49,PT1,Ok
688,2,92.49999999999986,12,2021-02-21,00:01:41,PT2,Ok
644,2,91.99999999999989,13,2021-02-07,00:01:58,PT1,40151356
473,2,95.09999999999971,12,2021-02-07,00:02:18,PT2,Ok
740,2,94.29999999999976,14,2021-02-07,00:03:02,PT1,Ok
710,2,90.59999999999997,14,2021-02-19,00:02:39,PT1,Ok
785,2,93.4999999999998,12,2021-02-10,00:02:14,PT2,TemperatureTooHigh
291,2,93.4999999999998,13,2021-02-12,00:02:04,PT1,TemperatureTooHigh
480,2,93.69999999999979,13,2021-02-14,00:01:52,PT1,TemperatureTooHigh
603,2,94.69999999999973,14,2021-02-09,00:03:32,PT2,Ok
885,2,95.2999999999997,14,2021-02-17,00:03:02,PT1,Ok
975,2,90.0,14,2021-02-03,00:01:02,PT2,TemperatureTooLow
242,2,93.5999999999998,14,2021-02-19,00:03:53,PT2,Ok
587,2,91.89999999999989,12,2021-02-12,00:03:24,PT1,TemperatureTooHigh
295,2,93.29999999999981,14,2021-02-22,00:01:28,PT2,Ok
333,2,92.39999999999986,12,2021-02-09,00:03:20,PT2,TemperatureTooHigh
626,2,91.29999999999993,14,2021-02-16,00:01:34,PT1,Ok
349,2,92.69999999999985,12,2021-02-12,00:01:39,PT2,TemperatureTooHigh
921,2,94.99999999999972,14,2021-02-05,00:02:29,PT1,Ok
734,2,94.39999999999975,13,2021-02-21,00:03:37,PT2,Ok
313,2,92.59999999999985,13,2021-02-12,00:02:07,PT1,Ok
133,2,91.99999999999989,14,2021-02-17,00:02:42,PT2,Ok
304,2,93.09999999999982,13,2021-02-15,00:02:13,PT1,TemperatureTooHigh
220,2,94.29999999999976,14,2021-02-23,00:01:31,PT2,Ok
523,2,93.3999999999998,13,2021-02-16,00:01:02,PT2,Ok
496,2,91.09999999999994,14,2021-02-23,00:01:59,PT1,TemperatureTooHigh
884,2,93.19999999999982,12,2021-02-24,00:01:12,PT1,Ok
713,2,93.3999999999998,14,2021-02-22,00:02:26,PT2,Ok
607,2,92.79999999999984,13,2021-02-09,00:01:03,PT2,Ok
408,2,94.59999999999974,12,2021-02-13,00:03:51,PT2,Ok
19,2,92.09999999999988,14,2021-02-26,00:03:44,PT1,TemperatureTooLow
692,2,91.6999999999999,13,2021-02-04,00:02:25,PT2,Ok
760,2,92.39999999999986,12,2021-02-05,00:03:43,PT2,
370,2,94.69999999999973,13,2021-02-25,00:03:11,PT1,
981,2,93.29999999999981,13,2021-02-08,00:01:31,PT2,Ok
802,2,93.4999999999998,14,2021-02-02,00:03:28,PT1,
697,2,91.89999999999989,14,2021-02-25,00:03:59,PT1,Ok
455,2,93.29999999999981,14,2021-02-05,00:01:18,PT2,Ok
290,2,91.19999999999993,14,2021-02-27,00:01:31,PT1,Ok
18,2,93.4999999999998,14,2021-02-26,00:01:13,PT2,TemperatureTooHigh
727,2,92.89999999999984,12,2021-02-13,00:02:32,PT2,Ok
151,2,90.89999999999995,14,2021-02-17,00:03:45,PT1,Ok
698,2,92.79999999999984,13,2021-02-16,00:03:44,PT2,Ok
555,2,94.39999999999975,12,2021-02-11,00:01:02,PT2,Ok
941,2,93.79999999999978,14,2021-02-25,00:01:46,PT2,Ok
122,2,93.69999999999979,13,2021-02-27,00:01:43,PT2,Ok
369,2,91.7999999999999,14,2021-02-22,00:02:45,PT1,Ok
720,2,92.89999999999984,12,2021-02-03,00:02:23,PT2,Ok
107,2,94.99999999999972,12,2021-02-19,00:02:15,PT2,TemperatureTooHigh
995,2,90.89999999999995,14,2021-02-12,00:03:44,PT2,Ok
184,2,90.59999999999997,12,2021-02-01,00:02:59,PT2,Ok
819,2,90.1,14,2021-02-01,00:01:42,PT1,TemperatureTooLow
744,2,93.29999999999981,12,2021-02-27,00:02:55,PT2,Ok
