Component_ID,Teststation_ID,Feature1,Feature2,Date,Time,Category,Product_Type,Error_Message
250,1,1.2,53,2020-12-04,00:02:16,Yellow,PT1,Ok
110,1,1.3,55,2021-01-07,00:01:44,Red,PT1,Ok
106,1,1.3,57,2020-12-20,00:03:10,Yellow,PT1,Ok
981,1,1.3,55,2021-01-02,00:01:30,Red,PT1,
833,1,1.2,57,2021-01-21,00:03:06,Red,PT1,Ok
219,1,1.3,54,2020-12-11,00:02:26,Yellow,PT2,Ok
756,1,1.3,53,2020-12-07,00:02:35,Red,PT2,TemperatureTooHigh
440,1,1.3,57,2020-12-20,00:01:36,Yellow,PT2,Ok
693,1,1.2,59,2020-12-01,00:01:10,Blue,PT2,Ok
608,1,1.3,53,2020-12-31,00:03:45,Green,PT2,Ok
831,1,1.3,56,2021-01-18,00:03:54,Blue,PT2,Ok
769,1,1.2,57,2021-01-18,00:01:28,Blue,PT1,Ok
492,1,1.3,57,2021-01-07,00:02:15,Yellow,PT2,Ok
765,1,1.2,55,2020-12-11,00:02:12,Green,PT1,Ok
112,1,1.3,59,2021-01-30,00:03:04,Blue,PT1,Ok
777,1,1.3,59,2020-12-09,00:03:15,Green,PT2,Ok
44,1,1.3,52,2021-01-14,00:01:42,Yellow,PT2,Ok
801,1,1.2,59,2021-01-30,00:03:44,Green,PT1,
875,1,1.2,54,2020-12-21,00:03:42,Green,PT1,Ok
488,1,1.2,59,2021-01-13,00:03:55,Yellow,PT1,TemperatureTooLow
580,1,1.3,55,2021-01-15,00:03:15,Green,PT1,Ok
936,1,1.3,55,2021-01-16,00:03:21,Green,PT1,Ok
502,1,1.3,57,2021-01-18,00:03:24,Blue,PT2,Ok
930,1,1.3,56,2021-01-22,00:02:02,Red,PT2,Ok
156,1,1.2,55,2021-01-10,00:02:01,Blue,PT2,Ok
572,1,1.3,55,2021-01-29,00:03:47,Green,PT2,Ok
721,1,1.2,56,2020-12-05,00:02:16,Yellow,PT1,Ok
917,1,1.2,56,2020-12-29,00:01:12,Red,PT1,TemperatureTooHigh
794,1,1.2,53,2020-12-17,00:03:30,Yellow,PT1,Ok
241,1,1.2,57,2020-12-31,00:03:24,Yellow,PT2,Ok
638,1,1.3,52,2020-12-27,00:03:10,Green,PT2,Ok
185,1,1.3,52,2021-01-31,00:01:45,Red,PT2,Ok
877,1,1.2,51,2020-12-10,00:02:42,Blue,PT2,Ok
3,1,1.2,54,2020-12-03,00:03:08,Green,PT1,Ok
329,1,1.3,53,2020-12-22,00:03:31,Red,PT2,Ok
252,1,1.3,52,2021-01-17,00:02:30,Yellow,PT2,Ok
701,1,1.3,53,2020-12-07,00:03:19,Blue,PT1,Ok
644,1,1.3,56,2021-01-20,00:01:22,Red,PT1,Ok
939,1,1.3,53,2020-12-07,00:03:34,Red,PT1,Ok
192,1,1.2,55,2021-01-02,00:02:47,Yellow,PT1,Ok
184,1,1.3,58,2020-12-23,00:02:39,Blue,PT1,Ok
181,1,1.2,55,2021-01-26,00:01:52,Red,PT2,Ok
439,1,1.3,52,2020-12-25,00:01:11,Red,PT2,Ok
524,1,1.2,59,2020-12-29,00:02:05,Blue,PT1,Ok
77,1,1.3,51,2020-12-23,00:03:03,Green,PT1,Ok
983,1,1.3,57,2021-01-06,00:03:23,Red,PT2,Ok
976,1,1.2,52,2021-01-19,00:03:21,Red,PT2,Ok
800,1,1.2,56,2020-12-11,00:03:31,Yellow,PT1,Ok
987,1,1.2,50,2021-01-10,00:01:37,Blue,PT2,Ok
220,1,1.2,55,2020-12-02,00:03:30,Yellow,PT2,Ok
456,1,1.2,56,2021-01-26,00:01:10,Yellow,PT2,Ok
353,1,1.3,52,2021-01-30,00:03:03,Green,PT2,Ok
127,1,1.2,54,2020-12-31,00:01:48,Blue,PT1,Ok
213,1,1.2,53,2021-01-03,00:01:10,Yellow,PT2,
73,1,1.3,57,2020-12-19,00:01:40,Green,PT2,Ok
923,1,1.2,53,2020-12-31,00:03:38,Red,PT2,Ok
526,1,1.2,57,2021-01-17,00:03:26,Blue,PT1,TemperatureTooLow
394,1,1.3,51,2020-12-18,00:02:14,Red,PT1,Ok
7,1,1.3,54,2020-12-30,00:01:01,Yellow,PT2,Ok
534,1,1.3,57,2020-12-04,00:01:41,Red,PT2,Ok
762,1,1.2,53,2021-01-24,00:01:12,Yellow,PT2,Ok
176,1,1.2,55,2021-01-13,00:03:29,Green,PT2,Ok
100,1,1.2,51,2020-12-11,00:03:03,Blue,PT1,Ok
477,1,1.3,55,2020-12-07,00:01:57,Blue,PT1,Ok
747,1,1.2,55,2021-01-15,00:03:10,Yellow,PT2,Ok
210,1,1.3,50,2020-12-30,00:01:58,Yellow,PT2,Ok
79,1,1.3,51,2020-12-03,00:02:36,Red,PT2,TemperatureTooHigh
188,1,1.3,57,2021-01-31,00:02:49,Yellow,PT2,Ok
40,1,1.2,55,2020-12-09,00:01:44,Blue,PT1,Ok
232,1,1.3,58,2021-01-29,00:02:26,Red,PT1,Ok
328,1,1.2,55,2021-01-13,00:01:47,Green,PT2,Ok
132,1,1.2,56,2020-12-11,00:01:00,Yellow,PT2,Ok
170,1,1.2,51,2020-12-24,00:01:41,Yellow,PT1,Ok
194,1,1.2,53,2020-12-20,00:03:34,Red,PT1,Ok
289,1,1.3,58,2021-01-20,00:01:17,Red,PT1,Ok
716,1,1.3,51,2021-01-17,00:03:29,Yellow,PT2,Ok
767,1,1.2,53,2021-01-08,00:01:33,Green,PT2,TemperatureTooLow
288,1,1.2,59,2021-01-25,00:02:58,Yellow,PT1,Ok
764,1,1.2,51,2021-01-30,00:03:18,Yellow,PT2,Ok
818,1,1.2,56,2021-01-08,00:01:13,Yellow,PT1,Ok
164,1,1.2,56,2020-12-13,00:02:01,Green,PT2,Ok
845,1,1.2,58,2021-01-03,00:03:36,Green,PT2,Ok
344,1,1.3,52,2020-12-12,00:01:23,Blue,PT1,Ok
348,1,1.3,58,2020-12-21,00:01:47,Green,PT1,Ok
798,1,1.3,55,2020-12-30,00:03:55,Blue,PT2,Ok
455,1,1.3,59,2020-12-15,00:03:32,Red,PT1,Ok
782,1,1.2,51,2021-01-26,00:01:43,Green,PT1,Ok
742,1,1.3,53,2021-01-12,00:01:05,Red,PT1,Ok
458,1,1.3,50,2020-12-29,00:02:13,Red,PT1,Ok
525,1,1.2,55,2020-12-10,00:01:17,Red,PT1,Ok
35,1,1.3,50,2020-12-20,00:01:08,Blue,PT1,Ok
826,1,1.2,58,2021-01-12,00:01:14,Yellow,PT1,Ok
330,1,1.3,58,2020-12-18,00:01:46,Red,PT1,Ok
401,1,1.2,56,2021-01-05,00:03:12,Green,PT1,Ok
839,1,1.2,58,2021-01-06,00:03:59,Blue,PT2,Ok
361,1,1.2,58,2021-01-05,00:03:09,Blue,PT1,Ok
202,1,1.3,54,2021-01-09,00:01:59,Red,PT1,Ok
370,1,1.2,55,2020-12-26,00:01:31,Blue,PT1,Ok
209,1,1.3,53,2020-12-15,00:01:27,Blue,PT1,Ok
66,1,1.2,53,2021-01-26,00:01:32,Red,PT2,Ok
118,1,1.3,56,2021-01-12,00:01:34,Green,PT2,Ok
583,1,1.2,57,2021-01-08,00:01:00,Red,PT2,Ok
131,1,1.2,51,2020-12-08,00:03:07,Green,PT1,Ok
698,1,1.3,59,2020-12-29,00:03:34,Green,PT2,TemperatureTooHigh
88,1,1.2,50,2020-12-01,00:03:03,Yellow,PT1,Ok
111,1,1.3,53,2021-01-10,00:02:48,Red,PT1,Ok
393,1,1.2,55,2020-12-10,00:03:30,Yellow,PT2,Ok
339,1,1.3,58,2021-01-25,00:01:39,Red,PT2,Ok
1000,1,1.2,57,2021-01-15,00:02:34,Green,PT2,Ok
650,1,1.3,58,2021-01-19,00:03:39,Red,PT1,Ok
364,1,1.3,53,2021-01-09,00:03:50,Blue,PT1,Ok
857,1,1.2,58,2020-12-02,00:03:00,Green,PT1,Ok
979,1,1.3,58,2020-12-05,00:02:52,Green,PT1,Ok
211,1,1.2,54,2020-12-28,00:02:17,Red,PT1,Ok
372,1,1.3,50,2021-01-15,00:03:54,Blue,PT2,Ok
739,1,1.3,50,2020-12-13,00:03:35,Green,PT2,TemperatureTooLow
126,1,1.2,59,2020-12-13,00:02:51,Green,PT1,Ok
921,1,1.2,59,2020-12-25,00:03:15,Yellow,PT1,21048244
655,1,1.3,53,2020-12-19,00:03:21,Yellow,PT2,Ok
198,1,1.3,58,2021-01-19,00:03:30,Green,PT2,Ok
419,1,1.2,57,2020-12-31,00:03:51,Red,PT1,Ok
804,1,1.2,55,2020-12-14,00:03:57,Yellow,PT2,Ok
958,1,1.2,53,2020-12-25,00:02:30,Blue,PT1,Ok
942,1,1.2,51,2020-12-27,00:01:14,Blue,PT1,Ok
434,1,1.3,56,2020-12-10,00:01:29,Green,PT2,Ok
528,1,1.2,50,2020-12-01,00:03:55,Yellow,PT1,Ok
793,1,1.2,57,2021-01-11,00:02:03,Red,PT1,Ok
150,1,1.2,52,2021-01-15,00:03:22,Yellow,PT2,Ok
152,1,1.2,56,2021-01-25,00:03:41,Blue,PT2,Ok
956,1,1.3,50,2020-12-23,00:02:05,Yellow,PT1,
789,1,1.2,53,2021-01-19,00:01:30,Yellow,PT2,Ok
975,1,1.3,53,2020-12-25,00:02:34,Green,PT2,Ok
999,1,1.3,57,2020-12-29,00:02:59,Yellow,PT2,Ok
309,1,1.2,55,2020-12-11,00:02:04,Green,PT1,Ok
861,1,1.2,59,2021-01-17,00:02:13,Blue,PT2,Ok
692,1,1.3,56,2021-01-23,00:01:36,Red,PT1,
776,1,1.2,50,2021-01-26,00:03:45,Blue,PT1,Ok
391,1,1.2,52,2021-01-31,00:02:45,Yellow,PT1,Ok
982,1,1.3,51,2021-01-02,00:02:02,Red,PT2,Ok
226,1,1.2,52,2020-12-05,00:02:49,Red,PT2,Ok
869,1,1.3,52,2020-12-18,00:03:32,Green,PT2,Ok
883,1,1.3,59,2021-01-30,00:01:40,Yellow,PT2,TemperatureTooHigh
659,1,1.3,57,2020-12-19,00:01:33,Green,PT1,Ok
223,1,1.2,56,2020-12-08,00:03:41,Green,PT2,Ok
173,1,1.2,52,2020-12-15,00:02:31,Green,PT1,Ok
33,1,1.3,57,2021-01-16,00:02:55,Yellow,PT1,Ok
726,1,1.2,57,2020-12-09,00:03:28,Green,PT2,Ok
968,1,1.3,56,2020-12-29,00:01:47,Red,PT1,Ok
935,1,1.3,58,2021-01-20,00:01:15,Red,PT2,Ok
420,1,1.3,50,2021-01-03,00:01:20,Yellow,PT2,Ok
920,1,1.2,52,2021-01-15,00:01:03,Blue,PT1,Ok
320,1,1.2,51,2021-01-21,00:02:51,Red,PT2,Ok
725,1,1.3,55,2021-01-24,00:02:02,Green,PT1,Ok
145,1,1.3,58,2021-01-15,00:03:17,Yellow,PT2,Ok
143,1,1.2,52,2020-12-27,00:03:32,Yellow,PT2,Ok
70,1,1.3,54,2021-01-27,00:03:57,Red,PT1,Ok
860,1,1.3,53,2020-12-15,00:03:49,Green,PT2,Ok
412,1,1.3,54,2020-12-01,00:02:09,Red,PT2,Ok
850,1,1.3,56,2020-12-02,00:03:15,Yellow,PT2,Ok
83,1,1.2,54,2021-01-04,00:02:54,Yellow,PT2,TemperatureTooLow
354,1,1.3,51,2020-12-26,00:03:38,Blue,PT1,Ok
552,1,1.3,54,2021-01-27,00:02:56,Yellow,PT2,Ok
168,1,1.2,51,2020-12-03,00:03:56,Red,PT2,Ok
704,1,1.2,58,2021-01-25,00:03:58,Blue,PT2,Ok
285,1,1.3,56,2021-01-24,00:01:58,Yellow,PT1,Ok
605,1,1.2,59,2021-01-18,00:02:50,Red,PT2,Ok
639,1,1.2,56,2021-01-06,00:01:23,Blue,PT1,Ok
200,1,1.2,51,2020-12-24,00:01:14,Blue,PT2,Ok
189,1,1.2,51,2021-01-03,00:03:39,Green,PT2,94541967
802,1,1.3,59,2021-01-23,00:03:22,Blue,PT1,Ok
989,1,1.2,58,2020-12-24,00:02:12,Yellow,PT2,Ok
967,1,1.2,57,2020-12-06,00:02:05,Green,PT1,Ok
571,1,1.2,52,2020-12-12,00:02:04,Red,PT2,Ok
30,1,1.3,57,2020-12-08,00:01:13,Yellow,PT2,Ok
161,1,1.2,57,2021-01-06,00:02:41,Blue,PT2,Ok
480,1,1.2,54,2020-12-12,00:01:03,Blue,PT2,Ok
282,1,1.2,58,2021-01-02,00:03:11,Green,PT2,Ok
500,1,1.2,54,2020-12-21,00:02:57,Red,PT2,Ok
612,1,1.3,59,2020-12-20,00:02:35,Red,PT2,Ok
945,1,1.3,51,2021-01-24,00:01:34,Yellow,PT1,Ok
358,1,1.3,58,2020-12-30,00:03:59,Green,PT2,Ok
708,1,1.2,52,2021-01-20,00:02:12,Green,PT2,Ok
635,1,1.2,53,2021-01-21,00:01:11,Green,PT1,Ok
566,1,1.3,58,2020-12-20,00:02:07,Blue,PT2,Ok
380,1,1.2,57,2020-12-14,00:02:52,Blue,PT2,Ok
140,1,1.2,57,2021-01-31,00:03:43,Yellow,PT1,Ok
573,1,1.2,52,2021-01-04,00:02:21,Yellow,PT2,Ok
69,1,1.3,54,2021-01-19,00:02:14,Yellow,PT1,Ok
812,1,1.2,53,2021-01-20,00:02:49,Blue,PT1,Ok
151,1,1.2,58,2021-01-08,00:01:12,Yellow,PT2,Ok
444,1,1.2,50,2021-01-17,00:03:24,Yellow,PT1,Ok
646,1,1.2,55,2020-12-21,00:03:16,Yellow,PT2,Ok
706,1,1.3,55,2021-01-26,00:01:27,Yellow,PT1,Ok
916,1,1.3,52,2021-01-18,00:03:02,Yellow,PT2,Ok
6,1,1.2,56,2020-12-14,00:02:47,Green,PT2,Ok
300,1,1.2,58,2020-12-26,00:01:48,Yellow,PT2,TemperatureTooHigh
87,1,1.3,50,2021-01-18,00:03:24,Green,PT1,Ok
925,1,1.3,50,2020-12-04,00:01:24,Blue,PT1,TemperatureTooHigh
980,1,1.2,59,2021-01-22,00:01:01,Blue,PT2,Ok
864,1,1.2,58,2021-01-16,00:03:10,Green,PT1,TemperatureTooHigh
298,1,1.3,51,2021-01-29,00:01:13,Red,PT2,TemperatureTooLow
445,1,1.3,53,2021-01-12,00:01:48,Green,PT2,87212016
346,1,1.2,58,2021-01-14,00:02:48,Yellow,PT1,Ok
310,1,1.3,55,2020-12-17,00:03:48,Blue,PT1,Ok
24,1,1.3,55,2021-01-19,00:03:05,Green,PT1,
607,1,1.2,53,2020-12-16,00:03:38,Blue,PT2,Ok
634,1,1.3,55,2021-01-10,00:03:00,Green,PT2,Ok
545,1,1.2,53,2021-01-13,00:01:01,Yellow,PT1,Ok
411,1,1.2,53,2020-12-27,00:02:13,Green,PT1,Ok
415,1,1.2,53,2020-12-31,00:02:59,Red,PT2,TemperatureTooHigh
279,1,1.3,52,2021-01-13,00:01:00,Blue,PT2,TemperatureTooHigh
815,1,1.3,54,2021-01-16,00:02:14,Yellow,PT1,Ok
212,1,1.2,59,2020-12-20,00:01:36,Blue,PT1,Ok
10,1,1.3,52,2021-01-13,00:02:13,Blue,PT1,TemperatureTooHigh
820,1,1.2,51,2020-12-27,00:01:39,Red,PT2,Ok
855,1,1.3,51,2021-01-13,00:03:40,Blue,PT1,Ok
694,1,1.3,58,2021-01-11,00:03:19,Blue,PT2,Ok
799,1,1.3,50,2021-01-07,00:02:56,Green,PT2,Ok
593,1,1.2,55,2020-12-04,00:03:57,Green,PT1,Ok
91,1,1.2,54,2021-01-01,00:02:10,Green,PT1,Ok
178,1,1.2,52,2020-12-13,00:03:39,Blue,PT1,Ok
105,1,1.3,52,2021-01-11,00:03:22,Blue,PT1,Ok
740,1,1.3,52,2020-12-26,00:01:54,Green,PT1,
759,1,1.2,58,2020-12-29,00:03:38,Blue,PT2,Ok
403,1,1.3,57,2020-12-15,00:03:28,Green,PT2,Ok
970,1,1.2,52,2020-12-01,00:02:56,Yellow,PT2,Ok
208,1,1.3,54,2020-12-29,00:03:14,Red,PT2,12031026
610,1,1.3,51,2020-12-23,00:01:00,Yellow,PT1,Ok
396,1,1.2,50,2021-01-01,00:03:02,Yellow,PT2,Ok
948,1,1.3,56,2020-12-21,00:02:37,Red,PT2,Ok
842,1,1.2,55,2021-01-08,00:03:41,Green,PT1,Ok
341,1,1.3,56,2020-12-02,00:02:13,Yellow,PT2,Ok
486,1,1.2,52,2021-01-28,00:01:35,Green,PT1,Ok
962,1,1.3,53,2021-01-19,00:02:27,Green,PT1,Ok
543,1,1.2,53,2021-01-15,00:03:35,Green,PT1,Ok
900,1,1.3,55,2021-01-04,00:03:19,Green,PT2,Ok
331,1,1.3,54,2020-12-16,00:03:14,Blue,PT2,Ok
482,1,1.2,55,2020-12-17,00:02:32,Green,PT2,Ok
268,1,1.3,54,2020-12-27,00:01:30,Red,PT1,Ok
90,1,1.2,52,2020-12-13,00:02:57,Green,PT1,Ok
155,1,1.3,54,2020-12-16,00:02:19,Blue,PT2,TemperatureTooHigh
570,1,1.2,50,2021-01-19,00:03:21,Green,PT1,Ok
9,1,1.2,51,2020-12-04,00:02:49,Blue,PT1,Ok
977,1,1.3,54,2020-12-22,00:01:17,Red,PT2,Ok
142,1,1.3,53,2020-12-30,00:01:42,Green,PT1,
187,1,1.2,59,2021-01-14,00:01:04,Blue,PT1,Ok
303,1,1.2,51,2020-12-09,00:03:37,Yellow,PT1,Ok
497,1,1.3,51,2020-12-02,00:03:30,Blue,PT1,Ok
665,1,1.2,53,2020-12-28,00:01:22,Blue,PT1,Ok
263,1,1.2,54,2021-01-11,00:02:35,Red,PT2,Ok
879,1,1.2,56,2020-12-11,00:03:31,Red,PT1,Ok
512,1,1.3,56,2021-01-12,00:02:28,Green,PT2,Ok
510,1,1.2,56,2021-01-30,00:01:05,Green,PT2,TemperatureTooLow
326,1,1.2,54,2020-12-21,00:01:16,Blue,PT2,Ok
490,1,1.3,55,2021-01-09,00:03:09,Red,PT1,Ok
626,1,1.3,55,2021-01-21,00:03:25,Blue,PT2,Ok
889,1,1.3,57,2020-12-27,00:01:31,Red,PT1,Ok
664,1,1.2,58,2020-12-05,00:03:22,Red,PT2,Ok
827,1,1.3,56,2020-12-01,00:02:46,Blue,PT1,Ok
878,1,1.3,54,2021-01-10,00:02:10,Red,PT1,TemperatureTooLow
230,1,1.2,52,2020-12-10,00:02:05,Green,PT1,Ok
847,1,1.3,51,2021-01-30,00:03:45,Red,PT2,Ok
423,1,1.3,53,2021-01-15,00:03:57,Blue,PT1,Ok
402,1,1.3,57,2020-12-22,00:03:56,Green,PT2,Ok
854,1,1.2,53,2020-12-30,00:01:28,Green,PT1,Ok
171,1,1.3,51,2021-01-17,00:03:45,Green,PT2,Ok
870,1,1.2,51,2020-12-20,00:01:00,Yellow,PT2,Ok
373,1,1.3,59,2020-12-22,00:02:23,Yellow,PT1,TemperatureTooHigh
128,1,1.3,53,2020-12-07,00:03:50,Yellow,PT1,Ok
124,1,1.3,58,2020-12-14,00:03:01,Blue,PT1,Ok
297,1,1.2,59,2021-01-24,00:02:57,Blue,PT2,Ok
617,1,1.2,55,2020-12-20,00:01:08,Yellow,PT2,Ok
432,1,1.3,58,2021-01-05,00:03:36,Green,PT1,Ok
471,1,1.3,51,2020-12-17,00:02:13,Red,PT2,Ok
911,1,1.3,56,2020-12-11,00:03:00,Blue,PT2,Ok
335,1,1.3,54,2021-01-07,00:01:21,Green,PT1,Ok
356,1,1.2,58,2020-12-03,00:03:06,Yellow,PT1,Ok
834,1,1.2,56,2020-12-17,00:01:41,Red,PT1,Ok
893,1,1.3,52,2021-01-17,00:03:45,Blue,PT2,Ok
937,1,1.2,57,2021-01-26,00:01:34,Blue,PT1,Ok
190,1,1.2,58,2021-01-11,00:02:27,Red,PT1,Ok
4,1,1.2,56,2020-12-10,00:01:43,Green,PT1,Ok
316,1,1.2,54,2020-12-11,00:03:11,Red,PT1,Ok
407,1,1.2,53,2020-12-08,00:02:54,Green,PT1,Ok
537,1,1.3,58,2020-12-21,00:01:40,Blue,PT2,Ok
408,1,1.3,58,2020-12-21,00:02:22,Blue,PT2,Ok
400,1,1.2,53,2021-01-24,00:01:57,Red,PT2,63379529
349,1,1.3,57,2021-01-21,00:03:50,Yellow,PT2,
283,1,1.3,55,2020-12-01,00:01:48,Blue,PT1,Ok
501,1,1.2,57,2020-12-12,00:01:28,Yellow,PT1,Ok
791,1,1.3,52,2021-01-06,00:02:22,Yellow,PT2,Ok
994,1,1.3,50,2021-01-30,00:03:31,Red,PT1,Ok
745,1,1.2,51,2021-01-11,00:03:30,Red,PT2,Ok
183,1,1.2,51,2020-12-09,00:01:55,Yellow,PT2,Ok
48,1,1.2,58,2020-12-01,00:02:29,Blue,PT2,Ok
961,1,1.3,53,2021-01-14,00:01:45,Green,PT1,TemperatureTooHigh
165,1,1.3,52,2020-12-14,00:03:30,Blue,PT2,Ok
247,1,1.3,58,2020-12-10,00:01:49,Blue,PT1,TemperatureTooHigh
243,1,1.3,54,2020-12-20,00:03:13,Red,PT1,Ok
577,1,1.2,57,2020-12-18,00:02:04,Blue,PT2,Ok
696,1,1.2,51,2021-01-18,00:03:12,Green,PT1,Ok
433,1,1.3,53,2021-01-04,00:02:53,Red,PT1,Ok
447,1,1.2,54,2021-01-25,00:01:43,Blue,PT1,Ok
338,1,1.3,55,2020-12-24,00:02:26,Green,PT1,Ok
575,1,1.2,56,2021-01-06,00:01:03,Yellow,PT2,Ok
872,1,1.2,55,2020-12-02,00:01:32,Green,PT1,Ok
470,1,1.2,51,2020-12-31,00:03:21,Yellow,PT2,TemperatureTooHigh
41,1,1.2,54,2020-12-21,00:03:01,Yellow,PT2,Ok
806,1,1.2,54,2020-12-01,00:02:34,Blue,PT2,Ok
435,1,1.3,55,2021-01-03,00:02:54,Blue,PT2,Ok
153,1,1.2,55,2020-12-13,00:02:25,Yellow,PT2,Ok
602,1,1.2,50,2021-01-18,00:01:49,Yellow,PT2,99492417
938,1,1.3,52,2020-12-10,00:02:52,Green,PT2,Ok
89,1,1.2,50,2021-01-28,00:02:47,Green,PT1,Ok
596,1,1.2,56,2020-12-27,00:01:32,Green,PT2,Ok
741,1,1.2,52,2020-12-19,00:02:06,Yellow,PT2,Ok
995,1,1.3,50,2021-01-22,00:02:15,Red,PT2,Ok
914,1,1.3,50,2020-12-17,00:01:16,Yellow,PT1,TemperatureTooHigh
790,1,1.3,52,2020-12-05,00:01:02,Blue,PT1,Ok
796,1,1.3,55,2020-12-25,00:02:26,Red,PT2,TemperatureTooHigh
971,1,1.3,55,2021-01-25,00:01:19,Red,PT2,Ok
264,1,1.2,51,2021-01-29,00:02:37,Yellow,PT2,Ok
522,1,1.3,57,2021-01-09,00:03:45,Red,PT1,TemperatureTooHigh
954,1,1.2,51,2021-01-25,00:03:24,Yellow,PT1,
34,1,1.2,52,2020-12-28,00:03:23,Green,PT2,Ok
965,1,1.3,59,2021-01-13,00:03:08,Green,PT1,Ok
27,1,1.3,54,2020-12-24,00:03:04,Red,PT1,Ok
667,1,1.2,50,2020-12-22,00:03:43,Green,PT2,Ok
810,1,1.3,59,2020-12-13,00:03:02,Green,PT1,Ok
29,1,1.3,54,2020-12-02,00:02:28,Green,PT2,Ok
191,1,1.3,53,2021-01-01,00:02:57,Green,PT2,Ok
690,1,1.2,51,2021-01-25,00:02:17,Blue,PT1,Ok
645,1,1.2,57,2021-01-21,00:02:34,Green,PT1,Ok
984,1,1.2,52,2021-01-06,00:01:40,Green,PT2,TemperatureTooHigh
314,1,1.2,50,2021-01-26,00:02:12,Red,PT1,Ok
57,1,1.3,54,2020-12-07,00:03:28,Blue,PT2,43228131
203,1,1.3,52,2020-12-03,00:01:41,Green,PT1,Ok
658,1,1.2,52,2020-12-16,00:02:37,Yellow,PT1,Ok
714,1,1.3,55,2021-01-29,00:01:38,Red,PT1,Ok
204,1,1.2,55,2020-12-31,00:02:02,Blue,PT1,Ok
849,1,1.2,59,2020-12-10,00:02:46,Yellow,PT1,Ok
231,1,1.2,59,2020-12-29,00:01:23,Blue,PT1,Ok
292,1,1.2,55,2021-01-12,00:01:11,Blue,PT1,
848,1,1.2,57,2021-01-28,00:02:45,Red,PT1,Ok
457,1,1.2,58,2020-12-07,00:03:26,Blue,PT1,Ok
389,1,1.3,54,2020-12-11,00:02:20,Green,PT1,Ok
998,1,1.2,51,2020-12-27,00:02:39,Green,PT1,TemperatureTooHigh
950,1,1.3,54,2021-01-15,00:03:47,Green,PT1,Ok
974,1,1.3,59,2021-01-05,00:03:22,Yellow,PT2,Ok
676,1,1.2,58,2020-12-08,00:01:14,Red,PT2,Ok
109,1,1.2,56,2021-01-27,00:02:09,Yellow,PT1,Ok
817,1,1.2,54,2021-01-22,00:03:39,Green,PT1,Ok
666,1,1.2,50,2021-01-14,00:02:57,Blue,PT1,Ok
485,1,1.3,54,2021-01-31,00:03:11,Red,PT1,TemperatureTooLow
163,1,1.3,58,2021-01-28,00:01:37,Green,PT1,Ok
379,1,1.2,58,2020-12-08,00:03:59,Green,PT2,TemperatureTooHigh
258,1,1.3,51,2021-01-11,00:03:10,Yellow,PT1,Ok
924,1,1.3,50,2021-01-27,00:02:04,Red,PT1,Ok
49,1,1.3,58,2020-12-31,00:02:43,Yellow,PT2,Ok
685,1,1.3,57,2021-01-08,00:01:51,Blue,PT2,Ok
542,1,1.3,58,2021-01-07,00:01:52,Blue,PT2,Ok
619,1,1.3,56,2020-12-19,00:02:29,Yellow,PT1,Ok
959,1,1.2,52,2021-01-27,00:02:02,Blue,PT1,Ok
548,1,1.3,55,2021-01-25,00:01:12,Blue,PT1,Ok
688,1,1.2,57,2020-12-15,00:02:02,Red,PT1,Ok
590,1,1.2,50,2020-12-05,00:02:56,Green,PT2,Ok
414,1,1.2,52,2021-01-25,00:03:16,Green,PT1,Ok
272,1,1.2,56,2020-12-07,00:03:55,Yellow,PT1,TemperatureTooHigh
398,1,1.3,58,2020-12-24,00:01:25,Green,PT2,Ok
295,1,1.3,52,2021-01-21,00:01:21,Red,PT1,Ok
382,1,1.3,55,2020-12-10,00:01:44,Red,PT2,58644502
459,1,1.2,55,2021-01-18,00:03:16,Green,PT2,Ok
661,1,1.2,52,2021-01-21,00:02:10,Green,PT2,Ok
495,1,1.2,50,2021-01-23,00:02:40,Blue,PT2,Ok
93,1,1.2,55,2021-01-23,00:01:14,Green,PT1,Ok
992,1,1.2,59,2021-01-07,00:03:24,Blue,PT1,Ok
546,1,1.3,58,2020-12-03,00:02:04,Yellow,PT1,Ok
518,1,1.2,54,2021-01-08,00:03:49,Red,PT2,Ok
587,1,1.3,59,2020-12-23,00:03:24,Green,PT2,Ok
609,1,1.2,51,2020-12-26,00:01:03,Red,PT1,Ok
653,1,1.3,52,2020-12-03,00:02:00,Blue,PT1,Ok
25,1,1.2,54,2021-01-17,00:03:06,Red,PT1,Ok
103,1,1.2,53,2021-01-06,00:02:44,Green,PT2,Ok
78,1,1.3,58,2020-12-12,00:03:32,Blue,PT2,Ok
516,1,1.3,57,2021-01-18,00:03:12,Red,PT2,Ok
218,1,1.3,53,2020-12-03,00:01:35,Blue,PT2,Ok
107,1,1.3,54,2021-01-23,00:02:19,Red,PT1,TemperatureTooHigh
409,1,1.3,59,2021-01-13,00:01:32,Yellow,PT2,Ok
946,1,1.3,53,2020-12-09,00:01:54,Red,PT2,Ok
778,1,1.3,50,2020-12-21,00:02:28,Red,PT2,Ok
627,1,1.2,59,2021-01-17,00:01:31,Blue,PT2,Ok
675,1,1.3,58,2021-01-21,00:03:57,Blue,PT1,TemperatureTooHigh
129,1,1.3,53,2020-12-03,00:02:59,Yellow,PT2,Ok
446,1,1.3,52,2020-12-17,00:03:30,Yellow,PT1,TemperatureTooLow
896,1,1.3,53,2020-12-08,00:01:36,Blue,PT1,Ok
